"서명","저자","발행처","발행년도","자료유형","소장처","등록일"
"(바실리 수호믈린스키) 아이들은 한 명 한 명 빛나야 한다","앨런 코커릴 지음","한울림","2019","단행본","서울도서관","20200107"
"그림으로 남긴 서대문 숨은 이야기","유재선","희망도레미","2019","단행본","서울도서관","20200107"
"사진으로 남긴 서대문 숨은 이야기","김지태","희망도레미","2019","단행본","서울도서관","20200107"
"청년초상 :박제된 이미지에 균열내기","미스핏츠 지음","미스핏츠","2019","단행본","서울도서관","20200107"
"손끝으로 만나는 과학 톡톡! [촉각도서] 지구과학상식편","서울과학교사모임 집필","실로암점자도서관","2019","단행본","서울도서관","20200107"
"빙하가 너무해!","유상민","구미고등학교","2019","단행본","서울도서관","20200107"
"AI시대의 저널리즘 :로봇 기자와의 '고군분투' 실무 체험기","김태균","커뮤니케이션북스","2019","단행본","서울도서관","20200107"
"새콤- 달콤- 요구르트 아이스크림","김현준","구미고등학교","2019","단행본","서울도서관","20200107"
"미래의 문을 두드리다 :start up future in AI","이동군","피서산장","2019","단행본","서울도서관","20200107"
"한국형법학의 초기형성사 연구","오병두","法文社","2019","단행본","서울도서관","20200107"
"똥이 만들어져요!","노형호","구미고등학교","2019","단행본","서울도서관","20200107"
"안녕 난 얼음이야","김두현","구미고등학교","2019","단행본","서울도서관","20200107"
"북미대륙에서 피어난 한인 독립운동 :무궁화의 꿈 : 3.1운동과 임시정부수립 100주년 기념 해외 한국 독립운동 유적지 탐사보고서","김관호 지음","프리비","2019","단행본","서울도서관","20200107"
"울지마 작은 불아","강돈희","구미고등학교","2019","단행본","서울도서관","20200107"
"19세기초 담정은 무엇을 보았나? :우리나라 최초 어보 <우해이어보>를 읽다","박수현 저","미디어줌(mediazoom)","2019","단행본","서울도서관","20200107"
"딩동 :릴리아 그림책 =Ding-dong","릴리아 글?그림","북극곰","2019","단행본","서울도서관","20200107"
"기쁨이 파도처럼 밀려와요","코슈카 글","한울림어린이","2019","단행본","서울도서관","20200107"
"슬픔이 한가득 차올라요","코슈카 글","한울림어린이","2019","단행본","서울도서관","20200107"
"수줍음이 몽글몽글 피어올라요","코슈카 글","한울림어린이","2019","단행본","서울도서관","20200107"
"지구를 빼앗지 마! :기후변화와 환경오염에 대해 생각해 볼 것들","김기범 지음","오르트","2019","단행본","서울도서관","20200107"
"나의 첫 음악점자 [촉각도서]","실로암시각장애인복지관","실로암시각장애인복지관: 시각장애인음악재활센터","2019","단행본","서울도서관","20200107"
"쿠킹 메이킹 =Cooking making","권요원 지음","바람의 아이들","2019","단행본","서울도서관","20200107"
"홍과 콩","류한창 글?그림","바람의 아이들","2019","단행본","서울도서관","20200107"
"하얀웃음과 돌고래","황종금 글","한울림어린이","2019","단행본","서울도서관","20200107"
"무서움이 갑자기 몰려와요","코슈카 글","한울림어린이","2019","단행본","서울도서관","20200107"
"(숲길 29에 찾아온) 아기 금붕어","코세타 자노티 글","한울림스페셜","2019","단행본","서울도서관","20200107"
"그림도 세상도 아는 만큼 보인다 :철학자가 들려주는 서양 미술 이야기","이하준 지음","이숲","2019","단행본","서울도서관","20200107"
"잃어버린 공간들을 찾아서 =? la recherche des espaces perdus","다다 지음","대화근처","2019","단행본","서울도서관","20200107"
"내가 한다! you가 한 육아","봄봄이 아빠 지음","북랩","2019","단행본","서울도서관","20200107"
"이견지 갑지 .2 =An annotated translation of Yijianzhi (Jiazhi)","홍매 저","세창출판사","2019","단행본","서울도서관","20200107"
"Little women :or Meg Jo Beth and Amy","by Louisa M. Alcott","The Easton Press","1976","단행본","서울도서관","20200107"
"자치분권 시대의 로컬미학 :지금 여기 우리가 발 딛고 살아가는 곳에서 로컬미학을 생각하다","임성원 지음","산지니","2019","단행본","서울도서관","20200107"
"촉촉한 여행","조동현","구미고등학교","2019","단행본","서울도서관","20200107"
"제민요술 역주 .4(제8-9권) 발효식품?분식 및 음식조리법 =A translated annotation of the agricultural manual 'Jeminyosul'","賈思? 저","세창출판사","2018","단행본","서울도서관","20200107"
"여가생활","심규태 글과 그림","goat","2019","단행본","서울도서관","20200107"
"제민요술 역주 .5(제10권 부록) 중원의 유입작물 =A translated annotation of the agricultural manual 'Jeminyosul'","賈思? 저","세창출판사","2018","단행본","서울도서관","20200107"
"몸값 높이는 독서의 기술 :대한민국 직장인을 위한 가장 현실적인 독서법","정소장 지음","위닝북스","2019","단행본","서울도서관","20200107"
"회고록 :한 프랑스 귀족부인이 겪은 프랑스혁명","마리 루이즈 드 라로슈자클랭 지음","한국문화사","2018","단행본","서울도서관","20200107"
"이견지 을지 .1 =An annotated translation of Yijianzhi (Yizhi)","홍매 저","세창출판사","2019","단행본","서울도서관","20200107"
"이견지 갑지 .1 =An annotated translation of Yijianzhi (Jiazhi)","홍매 저","세창출판사","2019","단행본","서울도서관","20200107"
"그림의 눈 철학의 말","문성준 지음","새잎","2019","단행본","서울도서관","20200107"
"보통법","올리버 웬들 홈스 2세 지음","한국문화사","2019","단행본","서울도서관","20200107"
"미쉐린 가이드 :서울(Seoul) .2020 =(The) Michelin guide","Michelin Travel Partner [편]","미쉐린 가이드(The Michelin Guide): MICHELIN","2019","단행본","서울도서관","20200106"
"오만 술탄국 기본법 =?????? ??????? ?????? ????? ??????","명지대학교 중동문제연구소 기획","모시는 사람들","2015","단행본","서울도서관","20191231"
"Oman :the essential guide to customs & culture","[by] Simone Nowell","Kuperard","2009","단행본","서울도서관","20191231"
"Islamic art in Oman","[by] Abdulrahman al-Salimi","Mazoon Printing Publication. & Advertising","2008","단행본","서울도서관","20191231"
"Historic muscat :a travel note book","[by] Evelyn Notman Underwood","Al Roya Press & Publishing House","    ","단행본","서울도서관","20191231"
"Faces of Oman","[by] Tonny Holsbergen","Motivate Publishing","2008","단행본","서울도서관","20191231"
"Red data book :Oman plant","[by] Annette Patzelt","Diwan of Royal Court: Sultanate of Oman","2015","단행본","서울도서관","20191231"
"오만 :문화 이야기: 탐구향상능력 프로그램","다문화박물관 [편]","다문화박물관","    ","단행본","서울도서관","20191231"
"Oman :celebrating HM Sultan Qaboos' 40 years of rule","by the late Donald Hawley","Stacey International","2012","단행본","서울도서관","20191231"
"사람이 있다 :해와 달과 별 그리고 사람 : 사이로 에세이 카툰","사이로 [지음]","한국만화영상진흥원","2018","단행본","서울도서관","20191231"
"Get going :official guide & atlas Oman","[edited by] Ministry of Tourism","Al Nahda Advertising","2009","단행본","서울도서관","20191231"
"햇빛이 내린다 :해와 달과 별 그리고 사람 : 사이로 에세이 카툰","사이로 [지음]","한국만화영상진흥원","2018","단행본","서울도서관","20191231"
"달빛이 내린다 :해와 달과 별 그리고 사람 : 사이로 에세이 카툰","사이로 [지음]","한국만화영상진흥원","2018","단행본","서울도서관","20191231"
"(Field guide to the) wild plants of Oman","[by] Helen Pickering","Kew Publishing","2008","단행본","서울도서관","20191231"
"Old Oman","[by] W.D. Peyton","Stacey International","1983","단행본","서울도서관","20191231"
"Oman :faces & places november 1977","by Aida Al Rowas","The Sultanate of Oman","2014","단행본","서울도서관","20191231"
"Geoheritage :tour guide","[by] Ministry of Tourism Sultanate of Oman","Ministry of Tourism Sultanate of Oman","    ","단행본","서울도서관","20191231"
"Oman :regards","texts Miche?le Barrault","Editions Michel He?tier","2010","단행본","서울도서관","20191231"
"Strongholds of heritage :forts and castles of Oman","[by] Patricia Groves","Ministry of Tourism Sultanate of Oman; Motivate Publishing","2010","단행본","서울도서관","20191231"
"Al Baleed :archaeological park Salalah","[by] Office of the Adviser of His Majesty the Sultan for Cultural Affairs Sultanate of Oman","Office of the Adviser of His Majesty the Sultan for Cultural Affairs Sultanate of Oman","2015","단행본","서울도서관","20191231"
"오만에서 중국까지 :신드바드의 모험 =Oman to China : the Sindbad voyage","앤 보우지 글","한국-아랍소사이어티","2014","단행본","서울도서관","20191231"
"Oman :das andere Arabien","[by] Georg Popp","Dr.Ho?fler + Cremer","1995","단행본","서울도서관","20191231"
"Oman :my beautiful country : landscape collection","photographed edited and designed by Mohammad Al Zibair","Bait Al Zubair Foundation LCC","2006","단행본","서울도서관","20191231"
"Oman :a pictorial souvenir","[by] Jaap Croese","Motivate Publishing","2006","단행본","서울도서관","20191231"
"(한밤중) 달빛 식당","이분희 글","비룡소","2018","단행본","서울도서관","20191226"
"한밤중 톰의 정원에서","필리퍼 피어스 글","시공주니어 : 시공사","1999","단행본","서울도서관","20191226"
"(Urborne) 토끼야 어디 숨었니?","샘 태플린 글","Urborne Korea","2019","단행본","서울도서관","20191223"
"바디더블","테스 게리첸 지음","랜덤하우스: 랜덤하우스코리아","2008","단행본","서울도서관","20191223"
"(Urborne) 코끼리야 어디 숨었니?","샘 태플린 글","Urborne Korea","2019","단행본","서울도서관","20191223"
"조직행동연구 =Organizational behavior","백기복 [저]","창민사","2011","단행본","서울도서관","20191223"
"(소설) 프랑스혁명 .1 혁명의 영웅","사토 겐이치 지음","한길사","2012","단행본","서울도서관","20191223"
"동영상으로 보는 응용행동분석 치료 :중증 장애 아동 치료 사례집","정보인 지음","청람문화사: 청람","2011","단행본","서울도서관","20191223"
"(문화와 역사연구를 위한) 질적연구방법론 =Qualitative research methodology","윤택림 지음","아르케","2013","단행본","서울도서관","20191223"
"세일즈 자존감 :탁월한 성과를 불러오는 세일즈의 위대한 원천 : 무너진 자존감을 세워주는 세일즈 멘탈 코칭!","강정범 지음","호이테북스","2019","단행본","서울도서관","20191223"
"(소설) 프랑스혁명 .2 바스티유 함락","사토 겐이치 지음","한길사","2012","단행본","서울도서관","20191223"
"죽은 자의 도시","퍼트리샤 콘웰 지음","RHK(알에이치코리아)","2016","단행본","서울도서관","20191223"
"(산업평화적) 신노사관계론 :노사관계의 선진화 =Labor and management relations : the new industrial relations theory","김성수 [저]","탑북스","2013","단행본","서울도서관","20191223"
"(창의?인성 함양을 위한) 유아 미술감상교육의 이론과 실제 .[2] 실제편","엄세나","공동체","2019","단행본","서울도서관","20191221"
"서유기 .7","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"서유기 .6","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"마이너리티 오케스트라 :치고지에 오비오마 장편소설 .1","치고지에 오비오마 [지음]","은행나무","2019","단행본","서울도서관","20191219"
"서유기 .5","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"미술에게 말을 걸다 :난해한 미술이 쉽고 친근해지는 5가지 키워드","이소영 지음","카시오페아","2019","단행본","서울도서관","20191219"
"서유기 .3","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"서유기 .4","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"화홍 :이지환 장편소설 .3 청실홍실","이지환 [지음]","청어람","2010","단행본","서울도서관","20191219"
"청춘의 재테크 상담소 :2030이 14월의 월급을 받는 법","스케치 지음","한국경제신문 : 한경BP","2019","단행본","서울도서관","20191219"
"살아남은 자의 도시","이득신 외 지음","사회평론: 사회평론아카데미","2019","단행본","서울도서관","20191219"
"스마트팩토리로 경영하라 =Smart factory","최두환 지음","허클베리북스 : 허클베리미디어","2019","단행본","서울도서관","20191219"
"해리 포터 :20years of Harry Potter magic .제5권 1 불사조 기사단","J.K. 롤링 지음","문학수첩","2019","단행본","서울도서관","20191219"
"마이너리티 오케스트라 :치고지에 오비오마 장편소설 .2","치고지에 오비오마 [지음]","은행나무","2019","단행본","서울도서관","20191219"
"모비 딕","허먼 멜빌 지음","작가정신","2019","단행본","서울도서관","20191219"
"(알고 보면 쓸모 있는) 엉뚱한 비교 100","스테판 프라티니 글","재미북스","2019","단행본","서울도서관","20191219"
"굿바이 편집장","고경태 지음","한겨레출판","2019","단행본","서울도서관","20191219"
"한국경제의 지속 번영을 위한 우리의 선택 :사공 일의 제언 모음","사공 일 지음","당신의서재","2019","단행본","서울도서관","20191219"
"아편과 깡통의 궁전 :동남아의 근대와 페낭 화교사회 =The palace built through opium and tin : Chinese society and Peranakan culture in Penang Malaysia","강희정 지음","푸른역사","2019","단행본","서울도서관","20191219"
"그건 우연이 아니야 :아주 우연한 사건에 관한 수학적 고찰","조지프 마주르 지음","에이도스","2019","단행본","서울도서관","20191219"
"빨간 보자기","김용삼 글","책고래","2019","단행본","서울도서관","20191219"
"서유기 .9","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"서유기 .10","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"출구는 없다","테일러 애덤스 지음","밝은세상","2019","단행본","서울도서관","20191219"
"서유기 .8","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"천재소독비 .13","지에모 지음","파란썸: 파란미디어","2019","단행본","서울도서관","20191219"
"소비자의 행동을 디자인하는 마케팅 :이렇게 하면 소비자가 움직인다","하쿠호도 행동디자인연구소","한울 : 한울엠플러스","2019","단행본","서울도서관","20191219"
"우연과 과학이 만난 놀라운 순간","라파엘 슈브리에 지음","북스힐","2019","단행본","서울도서관","20191219"
"서유기 .2","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"서유기 .1","오승은 지음","솔","2019","단행본","서울도서관","20191219"
"(1일 1페이지 세상에서 가장 짧은) 교양 수업 365","데이비드 S. 키더","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","단행본","서울도서관","20191219"
"(성공적인 기업 인수?매각을 위한) M&A 거래의 기술 :the art of M&A deal","류호연 지음","매일경제신문사 : 매경출판","2019","단행본","서울도서관","20191219"
"(명화로 보는) 아이네이스 :로마 건국 신화","베르길리우스 [지음]","미래타임즈","2019","단행본","서울도서관","20191219"
"(아이를 혼내기 전 읽어야 할) 엄마의 하브루타 대화법","김금선 지음","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","단행본","서울도서관","20191219"
"거리에서 비즈니스를 배우다 한남 :비즈니스 인사이트 발견을 위한 CEO 기획자 마케터 필독서","배명숙 지음","책이있는풍경","2019","단행본","서울도서관","20191219"
"죽은 자들 :아메리카 원주민의 마지막 전쟁 이야기","에단 호크 글","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","단행본","서울도서관","20191219"
"인생을 어떻게 살면 좋겠냐고 묻는 딸에게","한창욱 지음","다연","2019","단행본","서울도서관","20191219"
"인생의 중간쯤 왔다면 책상을 정리해야 한다 :일 관계 생각으로부터 자유로워지는 30가지 제안","지샤오안 지음","홍익출판사","2019","단행본","서울도서관","20191219"
"천천히 재생 :공간을 넘어 삶을 바꾸는 도시 재생 이야기","정석 지음","메디치 : 메디치미디어","2019","단행본","서울도서관","20191219"
"모카우유 사랑해","모카우유 아빠","엔트리: 메가스터디","2019","단행본","서울도서관","20191219"
"커넥트 파워 :초연결 세상은 비즈니스 판도를 어떻게 바꾸는가? =Connect power","박명규","포르체","2019","단행본","서울도서관","20191219"
"獨逸의 財政","金裕燦 著","한국조세연구원","1997","단행본","서울도서관","20191218"
"오키나와 :본섬│이에 섬│민나 섬│케라마 제도│미야코 섬│이시가키 섬 : 2019-2020 최신판 .2 가서 보는 코스북 =Okinawa","오원호 지음","길벗","2019","단행본","서울도서관","20191218"
"그리스 :아테네|크레타|산토리니|미코노스|메테오라|테살로니키: 2019-2020 최신판 .2 가서 보는 코스북 =Greece","홍수연","길벗","2019","단행본","서울도서관","20191218"
"(다시 살려 써야 할) 우리말 사전","고정욱 엮음","자유로운 상상","2007","단행본","서울도서관","20191216"
"독서치료와 공공도서관 서비스 =Bibliotherapy and the public library service","송영임 지음","한울아카데미: 한울","2004","단행본","서울도서관","20191216"
"소방기계시설의 설계 및 시공실무","김엽래 지음","동화기술","2019","단행본","서울도서관","20191216"
"아이들의 계급투쟁","브래디 미카코 지음","사계절","2019","단행본","서울도서관","20191212"
"독일 현대사 :1871년 독일제국 수립부터 현재까지","디트릭 올로 [지음]","미지북스","2019","단행본","서울도서관","20191212"
"부분적인 연결들 :문명 너머의 사고를 찾아서","메릴린 스트래선 지음","오월의봄","2019","단행본","서울도서관","20191212"
"18세기 통신사 필담 :1711?1719 .1","박희병","서울대학교출판문화원","2019","단행본","서울도서관","20191212"
"철근콘크리트 구조설계","김상식","문운당","2018","단행본","서울도서관","20191212"
"슬픈 열대를 읽다 :레비스트로스와 인류학을 공부하는 첫걸음","양자오 지음","유유","2019","단행본","서울도서관","20191212"
"우리 엄마 아빠가 알코올 중독자예요 :술꾼의 가족으로 산다는 것 그 고통과 회복에 대해","제리 모 지음","메이트북스: 원앤원콘텐츠그룹","2019","단행본","서울도서관","20191212"
"(영양-위생 전문가 이지선의) 홈메이드 천연발효빵 레시피","이지선 [저]","크라운출판사","2019","단행본","서울도서관","20191212"
"옹기종기 모여 사는 공룡들 (쿵쿵 붕붕 슝슝 재미북스 15: 조반류)","하민영 글쓴이","한국톨스토이","2014","단행본","서울도서관","20191212"
"마카롱 11억의 기적 :작은 디저트 카페를 꿈꾸는 이들에게!","김혜경 지음","청출판","2019","단행본","서울도서관","20191212"
"(짐 로저스) 앞으로 5년 한반도 투자 시나리오 :경제통합 한반도를 바라보는 월스트리트 전설의 투자 전망 =Jim Rogers' 5-year Korean peninsula","짐 로저스","비즈니스북스","2019","단행본","서울도서관","20191212"
"(전기전자공학 전공자를 위한) 기초전자기학","윤현상 저","상학당","2019","단행본","서울도서관","20191212"
"다크소울 Ⅲ 디자인웍스","Gzbrain Inc 지음","비엘북스","2019","단행본","서울도서관","20191212"
"해리 포터와 마법사의 돌","J.K. 롤링 지음","문학수첩","2019","단행본","서울도서관","20191212"
"지식 그림책 365 :어린이?청소년을 위한 지식 마중물","김혜진","학교도서관저널","2019","단행본","서울도서관","20191212"
"파워 BI와 엑셀 파워 피봇을 사용한 데이터 분석 :예제를 통해 배우는 데이터 모델링","알베르토 페라리","에이콘: 에이콘출판사","2018","단행본","서울도서관","20191212"
"(정재승의) 인간 탐구 보고서 .1 인간은 외모에 집착한다","정재은","아울북 : 북이십일","2019","단행본","서울도서관","20191212"
"고도에서 :스티븐 킹 소설","스티븐 킹 [지음]","황금가지","2019","단행본","서울도서관","20191212"
"양말도깨비 :그림으로 빚어낸 마법 같은 이야기 .Season2-1","만물상 글?그림","재미주의: 웅진씽크빅","2015","단행본","서울도서관","20191212"
"양말도깨비 :그림으로 빚어낸 마법 같은 이야기 .Season2-2","만물상 글?그림","재미주의: 웅진씽크빅","2015","단행본","서울도서관","20191212"
"늦저녁의 버스킹 :김종해 시집","김종해 [지음]","문학세계사","2019","단행본","서울도서관","20191212"
"(성경으로 본) 철학이야기 =The story of philosophy as viewed through a biblical lens","최성훈 지음","CLC(기독교문서선교회)","2019","단행본","서울도서관","20191212"
"비평의 조건 :비평이 권력이기를 포기한 자리에서","고동연","갈무리","2019","단행본","서울도서관","20191212"
"프레이리 선생님 어떻게 수업할까요? :'페다고지'의 문해 수업 실천","김한수 [지음]","학이시습 : 커뮤니케이션북스","2018","단행본","서울도서관","20191212"
"공부연결 독서법 :아이의 관심을 책으로 연결하는 엄마표 독서 교육","황경희 지음","예문","2019","단행본","서울도서관","20191212"
"세상에 속지 않는 법 :억울하고 답답한 당신을 위한 24시간 법알못 가이드","박남주 지음","bㅅㅇㄷ : 부키","2019","단행본","서울도서관","20191212"
"꿈꾸는 책들의 도시 .1 브흐하임","발터 뫼어스 글?그림","문학동네","2019","단행본","서울도서관","20191212"
"(누구나 쉽게 알아볼 수 있는) 아하! 상대성이론","이갑수 저자","예스엠","2019","단행본","서울도서관","20191212"
"동독에서 일주일을 :통일 후 넘여야 할 일곱 개의 장벽 =A week in East Germany","오정택","가쎄","2019","단행본","서울도서관","20191212"
"엘리트가 버린 사람들 :그들이 진보에 투표하지 않는 이유","데이비드 굿하트 [지음]","원더박스","2019","단행본","서울도서관","20191212"
"행정법","김철용 저","고시계사","2019","단행본","서울도서관","20191212"
"떡볶이가 뭐라고 :김민정 에세이","김민정 [지음]","뜻밖","2019","단행본","서울도서관","20191212"
"최고의 인체 아나토미 드로잉 테크닉과 인체 해부 골격 근육 형태의 역동적인 조형 예술적 표현","미쉘 로우리셀라 [저]","MGHbooks(엠지에이치북스)","2017","단행본","서울도서관","20191212"
"아키텍트와 엔지니어를 위한 IoT 가이드 :센서부터 에지 컴퓨팅 클라우드까지 IoT 구축의 모든 것","페리 레아 지음","에이콘 : 에이콘출판주식회사","2019","단행본","서울도서관","20191212"
"(전공자를 위한) C 언어 프로그래밍 =C programming","주우석 지음","한빛아카데미","2018","단행본","서울도서관","20191212"
"네오 너보다 나를 더 사랑해","하다 지음","arte(아르테)","2019","단행본","서울도서관","20191212"
"(Do it!) 첫 코딩 :비유와 그림으로 '코딩 까막눈' 탈출! : 보통 사람이 알아야 할 프로그래밍 기초 with 자바","정동균 지음","이지스퍼블리싱","2019","단행본","서울도서관","20191212"
"(터틀 기법을 업그레이드한) 트레이딩 바이블 :주식?선물?FX 모든 시장을 관통하는 트레이딩 규칙","고지로 강사 지음","한국경제신문 : 한경BP","2019","단행본","서울도서관","20191212"
"(C-레벨과 실무자를 위한) 엔터프라이즈 블록체인 2020 :성큼 다가온 블록체인 시대 블록체인 기술의 가치를 제대로 발휘하기 위한 필독서","이성주 엮음","블록체인","2019","단행본","서울도서관","20191212"
"사표 내고 도망친 스물아홉살 공무원","여경 지음","들녘","2019","단행본","서울도서관","20191212"
"세상을 바꾼 기술 기술을 만든 사회","김명진 지음","궁리: 궁리출판","2019","단행본","서울도서관","20191212"
"공복 :최고의 약 : 암을 극복한 의사가 직접 실천","아오키 아츠시 지음","청홍 : 지상사","2019","단행본","서울도서관","20191212"
"한국의 논점 :위기의 한국 사회 전환을 위한 36가지 제언 .2020","고태봉 외 지음","북바이북","2019","단행본","서울도서관","20191212"
"마도조사 :묵향동후 장편소설 .3","묵향동후 [지음]","BLap : 디앤씨미디어","2019","단행본","서울도서관","20191212"
"불황의 시대 미국주식에서 답을 찾다","<미국주식에 미치다> 해외통신원 지음","예문","2019","단행본","서울도서관","20191212"
"멀리 있다 우루는 늦을 것이다","배수아 [지음]","워크룸 프레스","2019","단행본","서울도서관","20191212"
"리틀 파리 키친 :세계가 사랑한 레이첼 쿠의 프렌치 레시피","레이첼 쿠 지음","라의눈","2019","단행본","서울도서관","20191212"
"불행은 어떻게 질병으로 이어지는가 :어린 시절의 트라우마가 신체 건강에 미치는 영향","네이딘 버크 해리스 [지음]","심심 : 푸른숲","2019","단행본","서울도서관","20191212"
"(뉴스가 들리고 기사가 읽히는) 세상 친절한 경제상식","토리텔러 지음","미래의창","2019","단행본","서울도서관","20191212"
"별이 빛난다 :대림과 성탄 시기를 동반하는 묵상집","자카리아스 하이에스 지음","가톨릭출판사","2019","단행본","서울도서관","20191212"
"디스 이즈 아워 타임 :우리 시대의 진면목 : 복음의 빛에 그 정체가 드러난 일상생활의 신화들","트레빈 왁스 지음","한국장로교출판사","2019","단행본","서울도서관","20191212"
"나는 오지랖으로 돈을 번다 :주는 사람이 더 잘되는 천국의 마케팅","아이번 마이즈너","코칭타운","2019","단행본","서울도서관","20191212"
"당신은 다르다 :보수가 바라 본 평등","성제준 지음","루비박스","2019","단행본","서울도서관","20191212"
"(하고 싶은 게 많고 뭘 해야 좋을지 몰라서) 조금만 더 백수로 있을게","하지혜 글?사진","책과나무","2019","단행본","서울도서관","20191212"
"핀란드 사람들은 왜 중고가게에 갈까? :헬싱키 중고 가게 빈티지 상점 벼룩시장에서 찾은 소비와 환경의 의미","박현선 지음","헤이북스","2019","단행본","서울도서관","20191212"
"유튜브 트렌드 2020 :'알고리즘'을 알아야 세상이 보인다","김경달","이은북","2019","단행본","서울도서관","20191212"
"웰컴 리스 :행운을 부르는 플라워 초대장 =Welcome wreath","김지해 지음","청출판","2019","단행본","서울도서관","20191212"
"언젠가는 서점 :김민채 서점창업기","김민채 글","북노마드","2019","단행본","서울도서관","20191212"
"(한 눈에 알 수 있는) 대바늘 뜨개 기호 =Knitting symbol book","일본보그사 [지음]","한스미디어 : 한즈미디어","2019","단행본","서울도서관","20191212"
"말 못하는 사람 :성석제 산문집","성석제 [지음]","문학동네","2019","단행본","서울도서관","20191212"
"이중 연인 :전경린 소설","전경린 [지음]","나무옆의자","2019","단행본","서울도서관","20191212"
"사랑하는 미움들 :김사월 산문집","김사월 [지음]","놀 : 다산북스","2019","단행본","서울도서관","20191212"
"나다운 일상을 산다","소노 아야코 지음","책읽는고양이 : 리수","2019","단행본","서울도서관","20191212"
"요가수트라 :영혼의 빛","앨리스 A.베일리","마나스","2019","단행본","서울도서관","20191212"
"서울은 소설의 주인공이다 :소설 속 1950~60년대 서울","방민호","서울역사박물관 조사연구과","2018","단행본","서울도서관","20191212"
"아빠는 아직 준비가 안 됐어 :언제나 내겐 어린아이로 남아 있을 너에게","윤정진 글?사진","꿈꾸는인생","2019","단행본","서울도서관","20191212"
"퀴어는 당신 옆에서 일하고 있다 :당신이 모르는 그러나 이미 알고 있는 사람들","희정 지음","오월의봄","2019","단행본","서울도서관","20191212"
"그리움의 차도(茶道) :후산 이근수의 풀잎연가","이근수 지음","룩스문디 : 경희대학교 출판문화원","2015","단행본","서울도서관","20191212"
"난감한 자유","구앤필 [지음]","Guanpil's Design","2019","단행본","서울도서관","20191212"
"정은작가와 1호선 풍경여행 :한국의 근현대 도시 풍경 =Line No. 1 trip you to 80~90s Korea with JungEun","정은 글 사진 그림","퍼플(Pubple)","2016","단행본","서울도서관","20191212"
"(Disney) 겨울왕국Ⅱ :마법의 숲","수잔 프랜시스 글","대원앤북: 대원아이씨","2019","단행본","서울도서관","20191212"
"옛날 옛날 관악산에","라현선","초방책방: 초방","2006","단행본","서울도서관","20191212"
"(무조건 성공하는) 지식산업센터 투자","전희영 지음","원앤원북스","2019","단행본","서울도서관","20191212"
"마인크래프트 :네더로 가는 지옥문","무르 래퍼티 글","제제의숲","2019","단행본","서울도서관","20191212"
"프로도 인생은 어른으로 끝나지 않아","손힘찬 지음","arte(아르테)","2019","단행본","서울도서관","20191212"
"괜찮은 어른이 되는 법은 잘 모르지만 :처음이라서 서툰 보통 어른에게 건네는 마음 다독임","윤정은 지음","애플북스 : 비전비엔피","2019","단행본","서울도서관","20191212"
"달케이크","그레이스 린 [지음]","보물창고 : 푸른책들","2019","단행본","서울도서관","20191212"
"제 인생에 답이 없어요 :크리에이터 선바의 거침없는 현생 만담","선바 지음","위즈덤하우스 : 위즈덤하우스 미디어그룹","2019","단행본","서울도서관","20191212"
"서울의 3년 이하 빵집들 :왜 굳이 로컬 베이커리인가?","브로드컬리 편집부 [편]","브로드컬리","2016","단행본","서울도서관","20191212"
"끝없는 살인 :니시자와 야스히코 장편소설","니시자와 야스히코 [지음]","아프로스미디어","2019","단행본","서울도서관","20191212"
"익명의 소녀","그리어 헨드릭스","인플루엔셜","2019","단행본","서울도서관","20191212"
"9평 반의 우주 :솔직당당 90년생의 웃프지만 현실적인 독립 에세이","김슬 지음","북라이브","2019","단행본","서울도서관","20191212"
"오래도록 젊음을 유지하고 건강하게 죽는 법 :장수의 역설","스티븐 R. 건드리 지음","Bronstein : 로크미디어","2019","단행본","서울도서관","20191212"
"혐오의 시대를 사는 그리스도인 :교회는 혐오를 치유하는 공간이 될 수 있을까","김선욱","한국교회탐구센터 : IVP(한국기독학생회출판부)","2019","단행본","서울도서관","20191212"
"세상에서 가장 쉽고 그럴싸한 요리책 :파워블로거 벨루가가 알려주는 간단하고 맛있는 레시피","최해정 [지음]","미호","2019","단행본","서울도서관","20191212"
"도시는 어떻게 삶을 바꾸는가 :불평등과 고립을 넘어서는 연결망의 힘","에릭 클라이넨버그 지음","웅진지식하우스 : 웅진씽크빅","2019","단행본","서울도서관","20191212"
"히브리서 강해 :자비롭고 신실한 대제사장 예수 그리스도","마틴 로이드 존스 [지음]","복 있는 사람","2018","단행본","서울도서관","20191212"
"장애학의 도전 :변방의 자리에서 다른 세계를 상상하다 =Challenge of disability studies","김도현 지음","오월의봄","2019","단행본","서울도서관","20191212"
